Commune,Etage,Superficie,Piece,Electricite,Gaz,Eau,Acte notarie,Jardin,Livret foncier,Meuble,Garage,Prix
6,6.0,75,3.0,1,1,1,1,0,1,0,0,1200.0
6,1.0,110,5.0,1,1,1,1,0,0,0,0,1600.0
6,1.0,75,3.0,0,0,0,0,0,0,0,0,1500.0
6,7.0,75,3.0,1,1,1,1,1,0,0,0,1000.0
6,4.0,55,2.0,1,1,1,1,0,1,0,0,1000.0
6,13.0,75,3.0,1,1,1,1,1,1,0,0,1750.0
6,14.0,75,3.0,1,1,1,1,0,1,0,0,1400.0
6,2.0,115,5.0,1,1,1,1,0,1,0,0,2200.0
6,5.0,75,3.0,1,1,1,1,0,1,0,0,1700.0
6,9.0,75,3.0,1,1,1,1,0,1,0,0,1000.0
6,5.0,115,5.0,1,1,1,1,0,1,0,0,2000.0
6,2.0,75,3.0,1,1,1,1,0,1,0,0,1800.0
6,1.0,121,5.0,1,1,1,1,1,1,0,0,1800.0
6,4.0,100,4.0,1,1,1,1,0,1,0,0,2000.0
6,1.0,120,5.0,1,1,1,1,0,0,0,0,2500.0
6,1.0,75,3.0,1,1,1,1,0,1,0,0,1800.0
6,2.0,85,4.0,1,1,1,1,1,1,0,0,2300.0
6,1.0,120,5.0,1,1,1,1,0,0,0,0,2500.0
6,6.0,75,3.0,1,1,1,1,0,1,0,0,1500.0
6,10.0,150,5.0,1,1,1,1,0,0,0,0,2700.0
6,3.0,140,5.0,1,1,1,1,0,0,1,0,2600.0
6,4.0,70,3.0,1,1,1,1,0,0,0,0,1400.0
6,12.0,95,4.0,1,1,1,1,0,1,0,0,2000.0
6,2.0,100,4.0,1,1,1,1,0,1,0,0,2000.0
6,11.0,79,3.0,0,0,0,0,0,0,0,0,1500.0
6,3.0,75,3.0,0,0,0,0,0,0,0,0,1200.0
6,11.0,90,4.0,1,1,1,0,0,0,0,0,2150.0
6,3.0,100,5.0,1,1,1,1,0,1,0,0,1200.0
6,14.0,140,5.0,1,1,1,1,0,1,0,0,1200.0
6,5.0,82,4.0,1,1,1,0,0,0,0,0,1650.0
6,3.0,75,3.0,1,1,1,0,0,0,0,0,1100.0
6,1.0,83,4.0,1,1,1,1,0,1,0,0,1200.0
6,4.0,100,4.0,1,1,0,1,0,1,0,0,1000.0
6,7.0,76,3.0,1,1,1,1,0,0,0,0,1000.0
6,4.0,100,4.0,1,1,1,0,0,0,0,0,1500.0
6,2.0,105,3.0,1,1,1,1,0,0,0,0,1150.0
6,1.0,95,5.0,1,1,1,0,0,0,0,0,2500.0
6,14.0,137,5.0,1,1,1,1,0,1,0,0,3000.0
6,13.0,100,4.0,1,1,1,1,0,1,0,0,1800.0
6,1.0,74,3.0,1,1,1,1,0,0,0,0,1300.0
6,3.0,120,4.0,1,1,1,1,0,1,0,1,1200.0
6,2.0,80,3.0,1,1,1,1,0,1,0,0,1400.0
6,6.0,85,4.0,1,1,1,0,0,0,0,0,1500.0
6,1.0,72,3.0,1,1,1,0,0,0,0,0,1700.0
6,4.0,95,4.0,1,1,1,1,0,0,0,0,1600.0
6,7.0,65,3.0,1,1,1,1,0,1,0,0,1550.0
6,6.0,72,3.0,1,1,1,1,0,0,0,0,1800.0
6,6.0,75,3.0,1,1,1,1,0,1,0,0,1500.0
6,14.0,75,3.0,1,1,1,1,0,1,1,0,1800.0
6,4.0,95,4.0,1,1,1,0,0,0,0,0,1800.0
6,2.0,84,4.0,1,1,1,1,0,1,0,0,2400.0
6,4.0,120,4.0,1,1,1,0,0,0,0,1,1850.0
6,3.0,115,5.0,1,1,1,0,0,0,0,0,1800.0
6,6.0,85,4.0,1,1,1,0,0,0,0,0,1850.0
6,2.0,70,3.0,1,1,1,1,0,1,1,0,1700.0
6,2.0,77,3.0,1,1,1,0,0,0,0,0,1200.0
6,6.0,75,3.0,1,1,1,1,0,0,1,0,1600.0
6,5.0,115,4.0,1,1,1,1,0,1,0,0,1200.0
6,4.0,80,4.0,1,1,1,1,0,1,0,0,1800.0
6,3.0,75,3.0,1,1,1,1,1,1,0,0,1700.0
6,1.0,117,5.0,1,1,1,1,0,1,0,0,2800.0
6,6.0,75,3.0,1,1,1,1,0,1,0,0,1200.0
6,2.0,115,4.0,1,1,1,1,0,1,0,0,2200.0
6,12.0,75,3.0,1,1,1,1,0,1,0,0,1800.0
6,5.0,120,4.0,1,1,1,1,0,0,0,0,1400.0
6,1.0,70,3.0,1,1,1,1,0,1,0,0,1300.0
6,4.0,110,4.0,1,1,1,1,0,1,0,1,2300.0
6,10.0,75,3.0,1,1,1,0,0,0,0,0,1450.0
6,4.0,91,5.0,0,0,0,0,0,0,0,0,1700.0
6,14.0,145,5.0,1,1,1,0,0,0,0,0,3000.0
6,4.0,91,5.0,1,1,1,1,0,0,0,0,2600.0
6,4.0,82,4.0,1,1,1,0,0,0,0,0,2300.0
6,6.0,75,3.0,1,1,1,0,0,0,0,0,1800.0
6,2.0,81,3.0,1,1,1,1,0,1,0,0,1300.0
6,12.0,85,4.0,1,1,1,1,0,0,0,0,1700.0
6,8.0,76,3.0,1,1,1,1,0,0,0,0,1700.0
6,1.0,100,5.0,1,1,1,1,0,1,1,0,2250.0
6,3.0,100,4.0,1,1,1,1,0,1,0,0,2100.0
6,4.0,74,3.0,0,0,0,0,0,0,0,0,1800.0
6,8.0,90,4.0,1,1,1,0,0,0,0,0,1550.0
6,5.0,76,3.0,1,1,1,0,0,0,0,0,1800.0
6,1.0,89,4.0,1,1,1,1,0,1,0,0,2300.0
6,5.0,115,5.0,1,1,1,1,0,1,0,0,2800.0
6,7.0,70,3.0,1,1,1,1,1,0,0,0,1550.0
6,1.0,120,5.0,1,1,1,1,0,1,0,0,1700.0
6,1.0,84,4.0,1,1,1,0,0,0,0,0,1600.0
6,1.0,120,5.0,1,1,1,0,1,0,0,0,1600.0
6,4.0,75,3.0,1,1,1,0,0,0,0,0,1600.0
6,8.0,72,3.0,1,1,1,0,1,0,0,1,1500.0
6,4.0,90,4.0,1,1,1,0,0,0,0,0,1800.0
6,6.0,74,3.0,1,1,1,0,0,0,0,0,1500.0
6,1.0,66,3.0,1,1,1,0,0,0,0,0,1300.0
6,6.0,75,3.0,1,1,1,0,0,0,0,0,1800.0
6,2.0,92,4.0,1,1,1,0,0,0,0,1,2000.0
6,1.0,75,3.0,1,1,1,0,0,0,0,0,1600.0
6,4.0,120,5.0,1,1,1,0,0,0,0,0,1250.0
6,1.0,80,3.0,1,1,1,0,0,0,1,0,1200.0
6,3.0,80,4.0,1,1,1,0,1,0,0,0,2400.0
6,1.0,75,3.0,1,1,1,0,0,0,0,0,1600.0
6,7.0,58,2.0,1,1,1,0,0,0,0,0,1000.0
6,4.0,120,5.0,1,1,1,0,0,0,0,0,1150.0
6,1.0,100,4.0,1,1,1,0,0,0,0,0,1700.0
6,9.0,75,3.0,1,1,1,0,0,0,0,0,1700.0
6,4.0,120,4.0,1,1,1,0,0,0,1,0,1300.0
6,2.0,115,5.0,0,0,0,0,0,0,0,0,2600.0
6,2.0,75,3.0,1,1,1,0,0,0,0,0,1600.0
6,2.0,86,4.0,1,1,1,0,0,0,0,0,2400.0
6,5.0,66,3.0,1,1,1,0,0,0,0,0,1500.0
6,1.0,67,3.0,1,1,1,0,0,0,0,1,1600.0
6,1.0,67,3.0,1,1,1,0,0,0,0,1,1800.0
6,12.0,72,3.0,1,1,1,0,1,0,0,0,1850.0
6,5.0,90,4.0,1,1,0,0,0,0,1,0,1000.0
6,5.0,72,3.0,1,1,1,0,0,0,0,0,1600.0
6,1.0,110,4.0,0,0,0,0,0,0,0,0,1300.0
6,3.0,100,4.0,1,1,1,0,0,0,1,0,1700.0
6,8.0,170,5.0,1,1,1,0,0,0,0,0,2100.0
6,5.0,97,4.0,1,1,1,0,0,0,0,0,2300.0
6,1.0,120,5.0,0,0,0,0,0,0,0,0,1500.0
6,1.0,117,5.0,0,0,0,0,1,0,0,0,2100.0
6,1.0,80,3.0,1,1,1,0,0,0,0,0,1650.0
6,4.0,102,4.0,0,0,0,0,0,0,0,0,2300.0
6,3.0,120,5.0,1,1,1,0,0,0,0,0,1500.0
7,5.0,120,4.0,1,1,1,1,0,0,0,0,1700.0
7,1.0,100,4.0,1,1,1,1,0,1,0,0,1500.0
7,2.0,95,4.0,1,0,0,0,0,0,0,0,2200.0
7,4.0,102,4.0,1,1,1,1,1,0,0,0,2200.0
7,1.0,145,5.0,1,1,1,0,0,0,0,0,2700.0
7,3.0,180,4.0,1,1,1,1,0,1,0,0,1600.0
7,1.0,112,3.0,1,1,1,1,0,1,0,1,1550.0
7,1.0,127,4.0,1,1,1,1,0,0,0,1,1600.0
7,6.0,90,4.0,1,1,1,0,0,0,0,0,2350.0
7,2.0,97,4.0,1,1,1,1,0,0,0,0,2300.0
7,4.0,102,4.0,1,1,1,0,0,0,0,0,1400.0
7,4.0,72,3.0,0,0,0,0,0,0,0,0,1700.0
7,2.0,95,3.0,1,1,1,0,0,0,0,0,1200.0
7,1.0,100,3.0,1,1,1,1,0,1,0,1,1350.0
7,1.0,75,3.0,1,1,1,0,0,0,0,0,1650.0
7,1.0,120,4.0,1,1,1,1,0,1,0,1,1850.0
7,2.0,102,4.0,1,1,1,1,0,0,0,0,1700.0
7,2.0,120,5.0,1,1,1,0,1,0,0,0,1000.0
7,3.0,75,3.0,1,1,1,1,0,1,0,1,1300.0
7,2.0,50,7.0,1,1,1,0,1,1,0,1,1000.0
7,1.0,95,4.0,1,1,1,1,0,0,0,0,1700.0
7,7.0,76,3.0,0,0,0,1,0,1,0,0,1100.0
7,1.0,100,4.0,1,1,1,1,0,0,0,0,1100.0
7,5.0,74,3.0,1,1,1,1,0,1,0,0,1000.0
7,1.0,100,4.0,1,1,1,0,0,0,0,0,2000.0
7,4.0,73,3.0,1,1,1,1,0,0,0,0,1300.0
7,1.0,72,3.0,1,1,1,1,0,0,0,0,1500.0
7,1.0,95,3.0,1,1,1,1,0,1,0,0,1600.0
7,2.0,73,3.0,1,1,1,1,0,0,0,0,1600.0
7,1.0,75,3.0,1,1,1,0,0,0,0,0,1200.0
7,1.0,75,3.0,1,1,1,0,0,0,0,0,1200.0
7,4.0,70,3.0,0,0,0,0,0,0,0,0,1520.0
7,1.0,98,4.0,1,1,1,0,0,0,0,0,1200.0
7,3.0,75,3.0,1,1,1,0,0,0,0,0,1200.0
8,5.0,64,3.0,1,1,1,1,0,1,0,0,1500.0
8,5.0,62,3.0,1,1,1,1,0,1,0,0,1150.0
8,5.0,70,3.0,1,1,1,1,0,1,0,0,1200.0
8,5.0,70,3.0,1,1,1,1,0,1,0,0,1800.0
8,4.0,95,5.0,1,1,1,1,0,1,0,0,1000.0
8,1.0,67,3.0,0,0,0,1,0,1,0,0,1500.0
8,5.0,100,5.0,1,1,1,0,0,0,0,0,1500.0
8,4.0,117,5.0,1,1,1,1,0,1,0,0,2000.0
8,4.0,75,3.0,1,1,1,1,0,0,0,0,1600.0
8,4.0,85,4.0,1,1,1,0,0,0,0,0,1400.0
8,1.0,72,3.0,1,1,1,1,0,1,0,0,1500.0
8,3.0,75,3.0,1,1,1,1,1,1,0,0,1400.0
8,2.0,87,4.0,1,1,1,1,0,1,0,0,1100.0
8,4.0,72,3.0,1,1,1,1,0,1,0,0,1300.0
8,1.0,100,3.0,1,1,1,1,0,1,0,0,1300.0
8,4.0,62,3.0,1,1,1,1,0,1,0,0,1200.0
8,1.0,120,5.0,1,1,1,1,0,0,0,0,2000.0
8,4.0,80,4.0,1,1,1,0,0,0,0,0,1200.0
8,5.0,80,3.0,1,1,1,1,0,1,0,0,1500.0
8,2.0,70,4.0,1,1,1,1,0,0,0,0,1300.0
8,2.0,85,4.0,1,1,1,1,0,1,0,0,2300.0
8,4.0,95,4.0,1,1,1,0,0,0,0,0,2300.0
8,3.0,49,3.0,1,1,1,1,0,1,0,0,1500.0
8,4.0,95,5.0,1,1,1,0,0,0,0,0,1600.0
8,4.0,100,5.0,1,1,1,0,0,0,0,0,1700.0
8,2.0,70,3.0,1,1,1,0,0,0,0,0,1100.0
8,2.0,70,3.0,1,1,1,0,0,0,0,0,1090.0
8,4.0,100,5.0,1,1,1,0,0,0,0,0,2100.0
8,1.0,70,3.0,1,1,1,0,0,0,0,0,1800.0
8,3.0,72,3.0,1,1,1,0,0,0,0,0,1200.0
8,5.0,70,3.0,1,1,1,0,0,0,0,0,1100.0
9,3.0,50,2.0,1,1,1,0,0,0,0,0,1250.0
9,3.0,70,3.0,1,1,1,0,0,0,0,0,1400.0
9,1.0,75,3.0,1,1,1,1,1,0,0,0,1050.0
9,1.0,82,4.0,1,1,0,0,0,0,0,0,1450.0
9,3.0,129,4.0,1,1,1,0,0,0,1,1,1800.0
9,5.0,73,3.0,1,1,1,0,0,0,0,0,1450.0
9,2.0,78,4.0,1,1,1,0,0,0,0,0,1750.0
9,5.0,100,4.0,1,1,1,0,0,0,0,0,1700.0
9,4.0,80,3.0,1,1,1,0,0,0,0,0,1300.0
9,5.0,63,3.0,1,1,1,1,0,0,0,0,1600.0
9,4.0,110,3.0,1,1,1,0,0,0,0,0,1300.0
9,3.0,117,5.0,1,1,1,0,0,0,1,0,1600.0
9,3.0,84,4.0,1,1,1,1,0,0,0,0,1600.0
9,4.0,160,5.0,1,1,1,0,0,0,0,0,2100.0
9,1.0,50,3.0,1,1,1,0,0,0,0,0,1450.0
9,5.0,8,3.0,1,1,1,0,0,0,1,0,1450.0
9,5.0,85,3.0,1,1,1,0,0,0,1,0,1550.0
9,1.0,80,3.0,1,1,1,1,0,0,0,0,1750.0
9,5.0,4,3.0,0,1,1,0,0,0,0,0,1750.0
9,1.0,100,3.0,0,0,0,0,0,0,0,0,1550.0
9,2.0,90,4.0,1,1,1,0,0,0,0,0,1200.0
9,3.0,86,4.0,1,1,1,0,0,0,0,0,1450.0
9,5.0,120,5.0,1,1,1,0,0,0,0,0,1600.0
9,1.0,71,3.0,1,1,1,1,0,0,0,1,1300.0
9,5.0,100,5.0,1,1,1,1,0,0,0,0,1900.0
10,5.0,33,2.0,1,1,1,1,0,1,0,0,1000.0
10,3.0,50,2.0,1,1,1,1,0,1,0,0,1200.0
10,2.0,75,3.0,1,1,1,1,0,1,0,0,1500.0
10,7.0,73,3.0,1,1,1,1,0,0,0,0,1500.0
10,4.0,70,3.0,1,1,1,1,0,1,0,0,1200.0
10,1.0,65,3.0,1,1,1,0,0,0,0,0,1000.0
10,1.0,90,4.0,1,1,1,1,0,1,0,0,2100.0
10,7.0,56,3.0,1,1,1,1,0,0,1,1,1500.0
10,4.0,70,3.0,1,1,1,1,0,1,0,0,1800.0
10,4.0,70,3.0,1,1,1,1,0,1,0,0,1300.0
10,1.0,74,3.0,1,1,1,1,0,1,0,0,1200.0
10,1.0,104,3.0,1,1,1,0,0,0,0,0,1850.0
10,1.0,108,4.0,1,1,1,0,0,1,0,0,1700.0
10,6.0,107,4.0,1,1,1,0,0,0,0,0,1300.0
10,4.0,70,3.0,0,1,1,0,0,0,0,0,1600.0
10,4.0,65,3.0,1,1,1,1,0,1,0,0,1600.0
10,3.0,145,4.0,1,1,1,1,0,1,0,0,2000.0
10,5.0,87,3.0,1,1,1,1,0,1,0,0,1200.0
10,7.0,110,3.0,1,1,1,0,0,0,0,0,1800.0
10,4.0,68,3.0,0,0,0,0,0,0,0,0,1800.0
10,4.0,50,3.0,1,1,1,1,0,0,0,0,1600.0
10,3.0,89,3.0,0,0,0,0,0,0,0,0,1550.0
10,1.0,60,3.0,1,1,1,1,0,1,0,1,1550.0
10,1.0,60,3.0,1,1,1,1,0,1,0,0,1700.0
10,1.0,88,3.0,1,1,1,1,0,1,0,1,1200.0
10,4.0,72,3.0,1,1,1,1,0,1,0,0,1100.0
10,4.0,80,3.0,0,0,0,1,0,0,0,0,1800.0
10,1.0,105,3.0,1,1,1,1,0,1,0,0,1600.0
10,1.0,50,1.0,1,1,1,0,0,0,0,0,1500.0
10,1.0,99,4.0,1,1,1,1,0,1,0,0,1500.0
10,1.0,40,3.0,1,1,1,1,0,0,0,0,1800.0
10,5.0,75,3.0,1,1,1,1,0,1,0,0,1350.0
10,3.0,83,3.0,1,1,1,1,0,1,0,0,1480.0
10,7.0,95,4.0,1,1,1,0,0,0,0,0,1200.0
10,7.0,160,4.0,1,1,1,0,0,0,0,0,2300.0
10,7.0,97,4.0,1,1,1,1,0,1,1,1,2000.0
10,1.0,78,3.0,1,1,1,1,0,0,0,0,1050.0
10,2.0,65,3.0,1,1,1,1,0,1,0,0,1750.0
10,3.0,90,4.0,1,1,1,1,0,1,1,0,2350.0
10,3.0,93,3.0,1,1,1,1,0,1,0,1,1350.0
10,3.0,110,4.0,1,1,1,1,0,1,0,1,1300.0
10,4.0,52,3.0,1,1,1,1,0,1,0,0,1600.0
10,9.0,52,4.0,1,1,1,1,0,1,1,0,1400.0
10,7.0,90,4.0,1,1,1,0,0,1,0,0,1200.0
10,7.0,68,4.0,1,1,1,1,0,0,1,0,1500.0
10,9.0,85,4.0,1,1,1,1,0,1,0,0,1000.0
10,6.0,135,4.0,1,1,1,0,0,0,1,0,1300.0
10,4.0,87,4.0,1,1,1,0,0,0,0,0,1350.0
10,7.0,90,4.0,1,1,1,0,0,0,1,1,1600.0
10,1.0,85,4.0,1,1,1,0,0,0,0,0,1700.0
11,2.0,90,3.0,1,1,1,1,1,1,0,1,1850.0
11,5.0,90,3.0,1,1,1,0,0,0,1,0,1500.0
11,3.0,108,4.0,1,1,1,1,0,1,0,1,1400.0
11,2.0,95,4.0,1,1,1,1,1,0,0,0,1300.0
11,3.0,90,3.0,1,1,1,0,0,0,0,0,1700.0
11,5.0,114,5.0,0,0,0,0,0,0,0,0,1600.0
11,5.0,78,4.0,1,1,1,1,0,0,0,0,1420.0
11,3.0,160,4.0,1,1,1,0,0,0,0,0,1300.0
11,2.0,100,4.0,1,1,1,1,1,1,0,0,1850.0
11,6.0,70,3.0,1,1,1,0,0,0,0,0,1500.0
11,3.0,160,4.0,1,1,1,1,0,1,0,1,1700.0
11,4.0,120,3.0,1,1,1,0,0,0,1,0,1000.0
11,2.0,90,3.0,1,1,1,1,0,1,0,0,1500.0
11,14.0,115,3.0,1,1,1,1,0,1,0,1,1100.0
11,3.0,165,4.0,1,1,1,1,0,0,0,1,1300.0
11,4.0,110,4.0,1,0,0,1,0,1,0,1,1800.0
11,3.0,132,5.0,1,1,1,0,0,0,0,1,1150.0
11,5.0,116,5.0,1,1,1,1,0,1,0,0,1000.0
11,4.0,130,5.0,1,1,1,0,0,0,0,1,1600.0
11,4.0,68,3.0,1,1,1,1,0,1,0,0,1300.0
11,3.0,86,3.0,1,1,1,0,0,0,1,0,1650.0
11,1.0,107,4.0,1,1,1,1,0,0,0,0,1400.0
11,4.0,85,4.0,1,1,1,0,0,0,0,0,1300.0
11,4.0,105,4.0,1,1,1,1,0,1,0,1,2000.0
11,2.0,150,4.0,1,1,1,1,0,0,0,0,1300.0
11,1.0,150,4.0,1,1,1,0,0,0,0,0,1800.0
11,5.0,100,4.0,1,1,1,0,0,0,1,0,1000.0
11,2.0,130,3.0,1,1,1,0,0,0,0,0,1800.0
11,1.0,70,4.0,1,1,1,1,0,1,0,0,1400.0
11,5.0,100,4.0,1,1,1,0,0,0,1,0,1400.0
11,3.0,114,3.0,1,1,1,0,0,0,1,1,1200.0
11,4.0,117,3.0,1,1,1,1,0,1,1,1,1500.0
11,3.0,157,4.0,1,1,1,1,0,1,0,1,1300.0
11,4.0,73,3.0,0,0,0,0,0,0,0,0,1600.0
11,3.0,160,4.0,1,1,1,1,0,0,0,1,1900.0
11,3.0,180,4.0,1,1,1,1,1,1,0,0,1800.0
11,3.0,103,4.0,1,1,1,0,0,0,1,1,1300.0
11,2.0,125,3.0,0,0,0,0,0,0,0,0,1300.0
11,5.0,110,4.0,1,1,1,1,0,0,0,0,1050.0
11,1.0,150,4.0,1,1,1,1,0,1,0,1,1200.0
11,1.0,120,3.0,1,1,1,1,0,1,0,1,1800.0
11,1.0,120,4.0,1,1,1,1,0,0,0,0,2200.0
11,6.0,80,3.0,1,1,1,1,0,0,0,0,1100.0
11,1.0,80,4.0,0,0,0,1,0,1,0,0,1600.0
11,3.0,157,4.0,0,0,0,0,0,0,0,0,1000.0
11,1.0,100,4.0,1,1,1,1,0,0,0,0,1200.0
11,1.0,137,4.0,1,1,1,1,1,1,0,1,1200.0
11,3.0,120,4.0,1,1,1,1,0,0,0,0,1600.0
11,4.0,117,3.0,1,1,1,1,0,0,0,0,1550.0
11,4.0,130,3.0,0,0,0,0,0,0,0,0,1800.0
11,1.0,77,4.0,1,1,1,1,0,1,0,0,1700.0
11,3.0,76,3.0,0,0,0,1,0,1,0,0,1200.0
11,3.0,90,3.0,0,0,0,0,0,0,0,0,1700.0
11,7.0,95,3.0,1,1,1,1,1,1,1,1,1400.0
11,4.0,125,4.0,0,0,0,0,0,0,0,0,1600.0
11,3.0,90,3.0,0,0,0,0,0,0,0,0,1700.0
11,1.0,82,3.0,0,0,0,0,0,0,0,0,1050.0
11,3.0,78,3.0,1,1,1,0,0,0,0,0,1100.0
11,6.0,99,3.0,1,1,1,0,0,0,0,0,1600.0
11,1.0,82,3.0,1,1,1,0,0,0,0,0,1720.0
11,5.0,140,4.0,1,1,1,0,0,0,0,1,1650.0
11,5.0,75,3.0,1,1,1,0,0,0,0,0,1290.0
11,3.0,77,3.0,1,1,1,1,0,0,0,0,1700.0
11,4.0,76,3.0,0,0,0,0,0,0,0,0,1000.0
11,3.0,80,4.0,1,1,1,0,0,0,0,0,2200.0
11,2.0,120,4.0,1,1,1,0,1,0,0,1,1200.0
11,3.0,113,4.0,1,1,1,0,0,0,1,0,2200.0
11,2.0,120,4.0,1,1,1,0,0,0,0,1,1700.0
11,4.0,145,4.0,1,1,1,0,0,0,0,1,1200.0
11,5.0,90,3.0,0,0,0,0,0,0,0,0,1100.0
12,1.0,78,3.0,0,1,1,0,0,0,0,0,1100.0
12,3.0,147,4.0,1,1,1,0,1,0,0,0,1400.0
12,3.0,175,4.0,1,1,1,1,1,1,0,1,1250.0
12,4.0,64,3.0,1,1,1,0,0,0,0,0,1150.0
12,3.0,147,4.0,1,1,1,1,0,1,1,0,1800.0
12,4.0,100,3.0,1,1,1,1,0,1,0,1,1250.0
12,1.0,105,3.0,1,1,1,1,0,1,0,0,1200.0
12,3.0,92,3.0,1,1,1,1,0,0,0,0,1400.0
12,5.0,98,4.0,1,1,1,0,0,0,1,0,1200.0
12,3.0,87,3.0,1,1,1,1,0,1,1,0,1400.0
12,2.0,110,5.0,1,1,1,0,0,0,0,0,1000.0
12,4.0,82,4.0,1,1,1,1,0,0,0,0,1150.0
12,2.0,138,5.0,0,0,0,0,0,0,0,0,1100.0
12,4.0,136,5.0,1,1,1,0,0,0,0,1,1200.0
12,3.0,110,4.0,1,1,1,0,0,0,0,0,1200.0
12,4.0,130,5.0,0,0,0,0,0,0,0,1,2000.0
12,5.0,46,2.0,1,1,1,0,0,0,0,0,1100.0
12,6.0,150,5.0,0,0,0,0,0,0,0,0,1100.0
12,4.0,130,4.0,1,1,1,0,0,0,0,1,1300.0
12,5.0,167,5.0,1,1,1,0,0,0,0,1,1000.0
12,1.0,72,3.0,1,1,1,0,0,0,0,0,1400.0
12,1.0,78,3.0,1,1,1,0,0,0,0,0,1350.0
12,5.0,74,3.0,1,1,1,0,0,0,0,0,1400.0
12,3.0,147,4.0,1,1,1,1,0,1,0,0,1400.0
12,3.0,120,4.0,1,1,1,1,1,1,0,0,1400.0
12,5.0,150,5.0,1,1,1,0,0,0,1,1,2600.0
12,4.0,150,4.0,1,1,1,1,1,0,0,1,1200.0
12,1.0,148,4.0,1,1,1,0,0,0,0,0,1000.0
12,2.0,75,3.0,1,1,1,1,0,0,0,0,1500.0
12,3.0,78,3.0,1,1,1,1,0,0,0,0,1000.0
12,1.0,120,5.0,1,1,1,0,0,0,0,0,1350.0
12,1.0,170,5.0,1,1,1,0,0,0,0,0,2200.0
12,1.0,74,3.0,0,0,0,1,0,0,0,0,1100.0
12,1.0,55,3.0,1,1,1,0,0,0,0,0,1700.0
12,4.0,140,4.0,1,1,1,0,0,0,0,0,2100.0
12,2.0,200,5.0,1,1,1,0,0,0,0,1,2400.0
12,4.0,106,4.0,0,0,0,1,0,1,0,0,1140.0
12,1.0,170,4.0,1,1,1,0,1,0,0,0,1100.0
12,5.0,200,5.0,0,0,0,0,0,0,0,1,2600.0
12,3.0,150,4.0,1,1,1,0,0,0,0,1,1250.0
12,3.0,92,4.0,1,1,1,0,0,0,0,1,2400.0
12,4.0,150,5.0,0,0,0,0,0,0,0,1,1950.0
12,2.0,200,5.0,1,1,1,0,0,0,0,1,1700.0
12,2.0,107,4.0,1,1,1,0,0,0,0,0,1800.0
12,2.0,100,4.0,1,1,1,0,0,0,0,1,1100.0
12,3.0,56,3.0,1,1,1,0,0,0,1,0,1600.0
